schema_version,prompt_version,run_id,shop_domain,product_key,Handle,product_id,product_gid,url,canonical_url,locale,market,public_status,access_status,discovery_status,product_type,title_discovery,collections,season_priority,inventory_order,source_refs,discovered_at,last_checked_at,issues,assigned_batch,batch_status,research_status,review_status
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,15976670527857,gid://shopify/Product/15976670527857,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-03,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Custom Dog Photo Rug, Personalized Pet Portrait Area Mat N - Design 03",UNKNOWN,HALLOWEEN,1,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-02,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-02,15976669872497,gid://shopify/Product/15976669872497,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-02,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-02,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Custom Dog Photo Rug, Personalized Pet Portrait Area Mat N - Design 02",UNKNOWN,HALLOWEEN,2,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-01,custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-01,15976669544817,gid://shopify/Product/15976669544817,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-01,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-n-design-01,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Custom Dog Photo Rug, Personalized Pet Portrait Area Mat N - Design 01",UNKNOWN,HALLOWEEN,3,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-dog-photo-rug-personalized-pet-portrait-area-mat-non-slip,custom-dog-photo-rug-personalized-pet-portrait-area-mat-non-slip,15976669217137,gid://shopify/Product/15976669217137,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-non-slip,https://chillgen.com/products/custom-dog-photo-rug-personalized-pet-portrait-area-mat-non-slip,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Custom Dog Photo Rug, Personalized Pet Portrait Area Mat Non Slip",UNKNOWN,HALLOWEEN,4,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-102,personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-102,15976662729073,gid://shopify/Product/15976662729073,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-102,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-102,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Shaped Rug (A0 - Design 102,UNKNOWN,HALLOWEEN,5,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-101,personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-101,15976662139249,gid://shopify/Product/15976662139249,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-101,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-101,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Shaped Rug (A0 - Design 101,UNKNOWN,HALLOWEEN,6,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-100,personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-100,15976661746033,gid://shopify/Product/15976661746033,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-100,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a0-design-100,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Shaped Rug (A0 - Design 100,UNKNOWN,HALLOWEEN,7,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-shaped-rug-a04-a04,personalized-halloween-3d-optical-illusion-shaped-rug-a04-a04,15976661287281,gid://shopify/Product/15976661287281,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a04-a04,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-shaped-rug-a04-a04,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Shaped Rug (A04) - A04,UNKNOWN,HALLOWEEN,8,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-rug-d9-d9,custom-halloween-3d-effect-optical-illusion-spooky-round-rug-d9-d9,15976618983793,gid://shopify/Product/15976618983793,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-rug-d9-d9,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-rug-d9-d9,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round Rug (D9) - D9,UNKNOWN,HALLOWEEN,9,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-06,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-06,15976618393969,gid://shopify/Product/15976618393969,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-06,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-06,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 06,UNKNOWN,HALLOWEEN,10,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B001,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-04,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-04,15976616067441,gid://shopify/Product/15976616067441,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-04,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-04,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 04,UNKNOWN,HALLOWEEN,11,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,15976615412081,gid://shopify/Product/15976615412081,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-14,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 14,UNKNOWN,HALLOWEEN,12,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,15976615149937,gid://shopify/Product/15976615149937,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-05,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 05,UNKNOWN,HALLOWEEN,13,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,15976614691185,gid://shopify/Product/15976614691185,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-01,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 01,UNKNOWN,HALLOWEEN,14,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-08,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-08,15976613347697,gid://shopify/Product/15976613347697,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-08,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-08,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 08,UNKNOWN,HALLOWEEN,15,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-03,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-03,15976612823409,gid://shopify/Product/15976612823409,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-03,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-03,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 03,UNKNOWN,HALLOWEEN,16,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-10,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-10,15976612331889,gid://shopify/Product/15976612331889,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-10,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-10,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 10,UNKNOWN,HALLOWEEN,17,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-07,custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-07,15976611873137,gid://shopify/Product/15976611873137,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-07,https://chillgen.com/products/custom-halloween-3d-effect-optical-illusion-spooky-round-r-design-07,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Custom Halloween 3D Effect Optical Illusion Spooky Round R - Design 07,UNKNOWN,HALLOWEEN,18,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-a07,personalized-halloween-3d-optical-illusion-ghost-round-rug-a07,15976580350321,gid://shopify/Product/15976580350321,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-a07,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-a07,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - A07,UNKNOWN,HALLOWEEN,19,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-12,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-12,15976579760497,gid://shopify/Product/15976579760497,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-12,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-12,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 12,UNKNOWN,HALLOWEEN,20,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B002,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-05,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-05,15976579236209,gid://shopify/Product/15976579236209,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-05,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-05,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 05,UNKNOWN,HALLOWEEN,21,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-04,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-04,15976578449777,gid://shopify/Product/15976578449777,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-04,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-04,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 04,UNKNOWN,HALLOWEEN,22,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-03,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-03,15976574910833,gid://shopify/Product/15976574910833,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-03,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-03,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 03,UNKNOWN,HALLOWEEN,23,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-11,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-11,15976574124401,gid://shopify/Product/15976574124401,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-11,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-11,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 11,UNKNOWN,HALLOWEEN,24,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-01,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-01,15976572944753,gid://shopify/Product/15976572944753,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-01,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-01,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 01,UNKNOWN,HALLOWEEN,25,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-08,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-08,15976571896177,gid://shopify/Product/15976571896177,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-08,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-08,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 08,UNKNOWN,HALLOWEEN,26,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-09,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-09,15976571634033,gid://shopify/Product/15976571634033,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-09,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-09,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 09,UNKNOWN,HALLOWEEN,27,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-06,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-06,15976571404657,gid://shopify/Product/15976571404657,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-06,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-06,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 06,UNKNOWN,HALLOWEEN,28,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-02,personalized-halloween-3d-optical-illusion-ghost-round-rug-design-02,15976571208049,gid://shopify/Product/15976571208049,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-02,https://chillgen.com/products/personalized-halloween-3d-optical-illusion-ghost-round-rug-design-02,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Halloween 3D Optical Illusion Ghost Round Rug - Design 02,UNKNOWN,HALLOWEEN,29,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-rug-black,personalized-witch-area-rug-with-name-custom-halloween-rug-black,15976543355249,gid://shopify/Product/15976543355249,https://chillgen.com/products/personalized-witch-area-rug-with-name-custom-halloween-rug-black,https://chillgen.com/products/personalized-witch-area-rug-with-name-custom-halloween-rug-black,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,"Personalized Witch Area Rug with Name - Custom Halloween Rug, Black",UNKNOWN,HALLOWEEN,30,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B003,COMPLETED,DRAFTED,NEEDS_REVIEW
1.0,2.4,chillgen_20260907_01,chillgen.com,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,personalized-witch-area-rug-with-name-custom-halloween-r-design-05,15976543125873,gid://shopify/Product/15976543125873,https://chillgen.com/products/personalized-witch-area-rug-with-name-custom-halloween-r-design-05,https://chillgen.com/products/personalized-witch-area-rug-with-name-custom-halloween-r-design-05,en-US,US,PUBLIC_AVAILABLE,ACCESSIBLE_PUBLIC_JSON,DISCOVERED_PUBLIC_PRODUCTS_JSON,Rug,Personalized Witch Area Rug with Name - Custom Halloween R - Design 05,UNKNOWN,HALLOWEEN,31,products_json_page_1; https://chillgen.com/products.json?limit=250&page=1,2026-09-07T00:00:00+07:00,2026-09-07T00:00:00+07:00,admin_only_fields_unknown_without_shopify_csv,B004,COMPLETED,DRAFTED,NEEDS_REVIEW
