qa_run_id,batch_id,revision_id,parent_run_id,source_hash,rubric_hash,scope_hash,product_count,status,canonical,supersedes,superseded_by,registry_status,created_at,result_xlsx,result_md,manifest
QA-20260907-AGENT-B054,B054,,,,,,,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B054\SEO_QA_B054.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B054\SEO_QA_B054.md,
QA-20260907-AGENT-B055,B055,,,,,,,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B055\SEO_QA_B055.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B055\SEO_QA_B055.md,
QA-20260907-AGENT-B056,B056,,,,,,,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B056\SEO_QA_B056.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B056\SEO_QA_B056.md,
QA-20260907-AGENT-B057,B057,,,,,,,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B057\SEO_QA_B057.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260907-AGENT-B057\SEO_QA_B057.md,
QA-20260908-120000-REV-R001,,R001,,97db06b7c1459c44875c1da98c7c41043b338045d9140dd19d3bc84fd8a18edf,,2ffc33c9634f5a631ab26463da59409d88e2c5bd8a573a686d91fb40735391cf,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-120000-REV-R001\SEO_QA_REV_R001.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-120000-REV-R001\SEO_QA_REV_R001.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-120000-REV-R001\manifest.json
QA-20260908-120500-REV-R001,,R001,,97db06b7c1459c44875c1da98c7c41043b338045d9140dd19d3bc84fd8a18edf,,2ffc33c9634f5a631ab26463da59409d88e2c5bd8a573a686d91fb40735391cf,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-120500-REV-R001\SEO_QA_REV_R001.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-120500-REV-R001\SEO_QA_REV_R001.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-120500-REV-R001\manifest.json
QA-20260908-121500-REV-R002,,R002,,bbd4a3b9cb3b3a3abfccfc7977dc85ea9b3fc61bc6929198d3f201a0aeafd655,,28c4dd93c13b93a3c49b61b3de614ed29a822fdecad02e8735bc1862d78c754c,10,QA_INCOMPLETE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-121500-REV-R002\SEO_QA_REV_R002.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-121500-REV-R002\SEO_QA_REV_R002.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-121500-REV-R002\manifest.json
QA-20260908-122500-REV-R002,,R002,,bbd4a3b9cb3b3a3abfccfc7977dc85ea9b3fc61bc6929198d3f201a0aeafd655,,28c4dd93c13b93a3c49b61b3de614ed29a822fdecad02e8735bc1862d78c754c,10,QA_INCOMPLETE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-122500-REV-R002\SEO_QA_REV_R002.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-122500-REV-R002\SEO_QA_REV_R002.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-122500-REV-R002\manifest.json
QA-20260908-123000-REV-R002,,R002,,bbd4a3b9cb3b3a3abfccfc7977dc85ea9b3fc61bc6929198d3f201a0aeafd655,,28c4dd93c13b93a3c49b61b3de614ed29a822fdecad02e8735bc1862d78c754c,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-123000-REV-R002\SEO_QA_REV_R002.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-123000-REV-R002\SEO_QA_REV_R002.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-123000-REV-R002\manifest.json
QA-20260908-131000-REV-R053,,R053,,fb8067affbd732dd8ca39db484cbf904bb60873544c4db0df5d9d2f350f350bf,,40c9085c9fad5bbd41ce4eb0700bd6602e8b0b91a197d10f1dc41a62507dd6b7,5,QA_INCOMPLETE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-131000-REV-R053\SEO_QA_REV_R053.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-131000-REV-R053\SEO_QA_REV_R053.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-131000-REV-R053\manifest.json
QA-20260908-131500-REV-R053,,R053,,fb8067affbd732dd8ca39db484cbf904bb60873544c4db0df5d9d2f350f350bf,,40c9085c9fad5bbd41ce4eb0700bd6602e8b0b91a197d10f1dc41a62507dd6b7,5,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-131500-REV-R053\SEO_QA_REV_R053.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-131500-REV-R053\SEO_QA_REV_R053.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-131500-REV-R053\manifest.json
QA-20260908-143000-REV-R003,,R003,,a7d7ac76a5fa12c92ab37dfef46ff4b39e21595f20d8f11419d4d52f6590734e,,187d47a3649e6800034af09fa40532e8fc13edd00c0f448b145030ea8f926c8e,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-143000-REV-R003\SEO_QA_REV_R003.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-143000-REV-R003\SEO_QA_REV_R003.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-143000-REV-R003\manifest.json
QA-20260908-152000-REV-R054,,R054,,eb0545671527e6dc36395d9d2bc1dac4fde2d1228aa621314ca5337ba0a012c8,,187d47a3649e6800034af09fa40532e8fc13edd00c0f448b145030ea8f926c8e,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-152000-REV-R054\SEO_QA_REV_R054.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-152000-REV-R054\SEO_QA_REV_R054.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-152000-REV-R054\manifest.json
QA-20260908-161500-REV-R055,,R055,,6799f068ffd74de6589ecb37c32c347fa298038fe03e44ff159fcedbf531abad,,c7ae4ab2da37d0d31914ca4e183b54d2ebe2e2f97db2430e4480da51ff965de5,2,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-161500-REV-R055\SEO_QA_REV_R055.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-161500-REV-R055\SEO_QA_REV_R055.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-161500-REV-R055\manifest.json
QA-20260908-173000-REV-R004,,R004,,5a65e43f07b2295e30bb63fec0119fdadb9594837f252c8cd8e9a12c28150ef3,,969dc29e616dbeb716b01a5a58f9f2f54d08a98129bf5d0490f31934df650653,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-173000-REV-R004\SEO_QA_REV_R004.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-173000-REV-R004\SEO_QA_REV_R004.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-173000-REV-R004\manifest.json
QA-20260908-182000-REV-R056,,R056,,cf972a65e0017260aea82613935ef9db6074993380e5f04030d8ce332c94a0e1,,969dc29e616dbeb716b01a5a58f9f2f54d08a98129bf5d0490f31934df650653,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-182000-REV-R056\SEO_QA_REV_R056.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-182000-REV-R056\SEO_QA_REV_R056.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-182000-REV-R056\manifest.json
QA-20260908-193000-REV-R005,,R005,,4f41ed24b78d2065fa4671279977a50b9b5c61bad6740e482b5c618447979e0c,,9aff4e806965c4024eb708d32131a5cc9c9fe0bca66e965c8dd6d67e7c592c1c,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-193000-REV-R005\SEO_QA_REV_R005.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-193000-REV-R005\SEO_QA_REV_R005.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-193000-REV-R005\manifest.json
QA-20260908-202500-REV-R057,,R057,,2593737ee83b12ad524687a83af52238c4f945d9235b9c833e95e61e5d9e5c93,,9aff4e806965c4024eb708d32131a5cc9c9fe0bca66e965c8dd6d67e7c592c1c,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-202500-REV-R057\SEO_QA_REV_R057.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-202500-REV-R057\SEO_QA_REV_R057.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-202500-REV-R057\manifest.json
QA-20260908-211500-REV-R058,,R058,,409a78e551ffdef714e2e64756114d867d621719ec31438722ae4f2ed2cc29b8,,fac44a63354f6b0e95829498d19da6ad24605a167d1818ae9810f34ce18d448d,1,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-211500-REV-R058\SEO_QA_REV_R058.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-211500-REV-R058\SEO_QA_REV_R058.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-211500-REV-R058\manifest.json
QA-20260908-221500-REV-R059,,R059,,61c2dbf01884d89155131e52587370f10e8113931577cdd65e15f46de9dc49bd,,fac44a63354f6b0e95829498d19da6ad24605a167d1818ae9810f34ce18d448d,1,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-221500-REV-R059\SEO_QA_REV_R059.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-221500-REV-R059\SEO_QA_REV_R059.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-221500-REV-R059\manifest.json
QA-20260908-233000-REV-R006,,R006,,1b49f51ae97fb2a5fa69d6c14919773c2b4c8fc69b3fdbc99e911bc4ea8eefa6,,9dd906a28c2863eb71bf3b17ce7bf9b638b07da1ee6334e0786d8d6377af6a33,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-233000-REV-R006\SEO_QA_REV_R006.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-233000-REV-R006\SEO_QA_REV_R006.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-233000-REV-R006\manifest.json
QA-20260908-234500-REV-R060,,R060,,5d55903f22f99782c0e65246d1baa083e4ed61894940f4c4e20d3e60b648783b,,9dd906a28c2863eb71bf3b17ce7bf9b638b07da1ee6334e0786d8d6377af6a33,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-234500-REV-R060\SEO_QA_REV_R060.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-234500-REV-R060\SEO_QA_REV_R060.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-234500-REV-R060\manifest.json
QA-20260908-REV-R001,,R001,,97db06b7c1459c44875c1da98c7c41043b338045d9140dd19d3bc84fd8a18edf,,2ffc33c9634f5a631ab26463da59409d88e2c5bd8a573a686d91fb40735391cf,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-REV-R001\SEO_QA_REV_R001.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260908-REV-R001\SEO_QA_REV_R001.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260908-REV-R001\manifest.json
QA-20260909-002000-REV-R007,,R007,,7b6052eebe179ed50b41ea432e24bd27d79f448a5fca77cbe0d8dc798e27e65c,,e257ebddd9c6adda329eb430161666573bf88d557f34f6ad2417da3b26faa27f,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-002000-REV-R007\SEO_QA_REV_R007.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-002000-REV-R007\SEO_QA_REV_R007.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-002000-REV-R007\manifest.json
QA-20260909-012000-REV-R061,,R061,,3e0970a8f57a896c8456ef873c3ea34113c0a4db305478bd4d3b481d1db09ecd,,e257ebddd9c6adda329eb430161666573bf88d557f34f6ad2417da3b26faa27f,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-012000-REV-R061\SEO_QA_REV_R061.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-012000-REV-R061\SEO_QA_REV_R061.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-012000-REV-R061\manifest.json
QA-20260909-022700-BATCH-B001-CLEAN,B001,,,8afc67eaff02621e6a5d017f3fcb9e115b01d31959f0234cb85fcc6406595716,,0eab69ada71f1adc6e20bcb4cd3c9ed2e087ac983dcccd3d76f62a80b3fbc915,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022700-BATCH-B001-CLEAN\SEO_QA_REV_B001.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022700-BATCH-B001-CLEAN\SEO_QA_REV_B001.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022700-BATCH-B001-CLEAN\manifest.json
QA-20260909-022800-BATCH-B002-CLEAN,B002,,,6a879785163e538fb5d0be19b3aad8d0974501607b987c63f74221e5dd06f358,,72497ce8493b8421cafcbecf98a6f34a59f223a65bca1b13bd056a49e5b77303,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022800-BATCH-B002-CLEAN\SEO_QA_REV_B002.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022800-BATCH-B002-CLEAN\SEO_QA_REV_B002.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022800-BATCH-B002-CLEAN\manifest.json
QA-20260909-022900-BATCH-B003-CLEAN,B003,,,62739f44bfa55f8b4cab105856173fbcb7eab396fe80867b64fff18003af7a31,,41f8fe895a5b82d89b5487e7a2f45b28891878ae260e698f78261d90ff36e728,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022900-BATCH-B003-CLEAN\SEO_QA_REV_B003.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022900-BATCH-B003-CLEAN\SEO_QA_REV_B003.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-022900-BATCH-B003-CLEAN\manifest.json
QA-20260909-023000-BATCH-B001-CLEAN2,B001,,,8afc67eaff02621e6a5d017f3fcb9e115b01d31959f0234cb85fcc6406595716,,0eab69ada71f1adc6e20bcb4cd3c9ed2e087ac983dcccd3d76f62a80b3fbc915,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023000-BATCH-B001-CLEAN2\SEO_QA_REV_B001.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023000-BATCH-B001-CLEAN2\SEO_QA_REV_B001.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023000-BATCH-B001-CLEAN2\manifest.json
QA-20260909-023000-REV-R008,,R008,,f9835931f9d8a8d83c2c12574e757fe90816b6df3beedc86485170664dd185b6,,bf145f7fa224b5f3c2cbdc2aa83597cf031b403f81f8f6558697bd06ccae48cd,10,QA_REVISE,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023000-REV-R008\SEO_QA_REV_R008.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023000-REV-R008\SEO_QA_REV_R008.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023000-REV-R008\manifest.json
QA-20260909-023100-BATCH-B002-CLEAN2,B002,,,6a879785163e538fb5d0be19b3aad8d0974501607b987c63f74221e5dd06f358,,72497ce8493b8421cafcbecf98a6f34a59f223a65bca1b13bd056a49e5b77303,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023100-BATCH-B002-CLEAN2\SEO_QA_REV_B002.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023100-BATCH-B002-CLEAN2\SEO_QA_REV_B002.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023100-BATCH-B002-CLEAN2\manifest.json
QA-20260909-023200-BATCH-B003-CLEAN2,B003,,,62739f44bfa55f8b4cab105856173fbcb7eab396fe80867b64fff18003af7a31,,41f8fe895a5b82d89b5487e7a2f45b28891878ae260e698f78261d90ff36e728,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023200-BATCH-B003-CLEAN2\SEO_QA_REV_B003.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023200-BATCH-B003-CLEAN2\SEO_QA_REV_B003.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-023200-BATCH-B003-CLEAN2\manifest.json
QA-20260909-030000-BATCH-B001-MANUAL,B001,,,8afc67eaff02621e6a5d017f3fcb9e115b01d31959f0234cb85fcc6406595716,,0eab69ada71f1adc6e20bcb4cd3c9ed2e087ac983dcccd3d76f62a80b3fbc915,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-030000-BATCH-B001-MANUAL\SEO_QA_REV_B001.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-030000-BATCH-B001-MANUAL\SEO_QA_REV_B001.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-030000-BATCH-B001-MANUAL\manifest.json
QA-20260909-031000-BATCH-B002-MANUAL,B002,,,6a879785163e538fb5d0be19b3aad8d0974501607b987c63f74221e5dd06f358,,72497ce8493b8421cafcbecf98a6f34a59f223a65bca1b13bd056a49e5b77303,10,QA_PASS,False,,,LEGACY,,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-031000-BATCH-B002-MANUAL\SEO_QA_REV_B002.xlsx,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\resutls\chillgen.com\chillgen_20260907_01\qa\QA-20260909-031000-BATCH-B002-MANUAL\SEO_QA_REV_B002.md,D:\CODE\Code_Clone\SEO_TASK_CHILLGEN\SEO_Chillgen\seo_runs\chillgen.com\chillgen_20260907_01\qa\QA-20260909-031000-BATCH-B002-MANUAL\manifest.json
